account_id,district_id,frequency,Account_type,new_date ,Card assign 
8533,47,Monthly issuance,Salary account,2019-10-10,Silver
1089,74,Monthly issuance,Savings account,2019-10-10,Silver
6400,31,issuance after a transaction,Salary account,2019-10-09,Gold
3486,64,Monthly issuance,Salary account,2019-10-09,Silver
4473,45,Monthly issuance,Salary account,2019-10-09,Silver
521,9,Monthly issuance,Salary account,2019-10-08,Silver
3132,56,Monthly issuance,Salary account,2019-10-08,Silver
3944,22,Monthly issuance,Salary account,2019-10-08,Silver
1427,17,Monthly issuance,Savings account,2019-10-08,Silver
1742,68,Monthly issuance,NRI account,2019-10-08,Silver
1690,16,Monthly issuance,Savings account,2019-10-07,Silver
1448,1,Monthly issuance,NRI account,2019-10-07,Silver
3677,1,Monthly issuance,Savings account,2019-10-04,Silver
2565,74,Monthly issuance,Savings account,2019-10-04,Silver
4190,62,Monthly issuance,NRI account,2019-10-04,Silver
3317,4,Monthly issuance,Savings account,2019-10-04,Silver
2835,73,Monthly issuance,Salary account,2019-10-03,Silver
331,65,Monthly issuance,Savings account,2019-10-02,Silver
7487,4,Monthly issuance,Savings account,2019-10-01,Silver
992,22,Monthly issuance,Savings account,2019-10-01,Silver
4047,45,weekly issuance,Savings account,2019-09-29,Diamond
3417,48,Monthly issuance,NRI account,2019-09-28,Silver
169,4,Monthly issuance,NRI account,2019-09-28,Silver
80,43,Monthly issuance,Salary account,2019-09-27,Silver
2731,1,Monthly issuance,NRI account,2019-09-26,Silver
1704,70,Monthly issuance,Savings account,2019-09-22,Silver
1660,1,Monthly issuance,Savings account,2019-09-22,Silver
5429,71,Monthly issuance,Savings account,2019-09-22,Silver
3440,22,Monthly issuance,Salary account,2019-09-22,Silver
2148,1,Monthly issuance,NRI account,2019-09-22,Silver
676,39,Monthly issuance,NRI account,2019-09-22,Silver
2353,51,Monthly issuance,Salary account,2019-09-21,Silver
1335,54,Monthly issuance,Savings account,2019-09-21,Silver
2119,74,Monthly issuance,Salary account,2019-09-21,Silver
8,57,Monthly issuance,Savings account,2019-09-21,Silver
1376,64,Monthly issuance,Savings account,2019-09-20,Silver
3770,23,Monthly issuance,Savings account,2019-09-20,Silver
11271,5,Monthly issuance,Salary account,2019-09-20,Silver
3758,38,Monthly issuance,Salary account,2019-09-19,Silver
138,22,Monthly issuance,NRI account,2019-09-19,Silver
9377,1,Monthly issuance,Savings account,2019-09-17,Silver
3234,1,Monthly issuance,Savings account,2019-09-16,Silver
1452,45,Monthly issuance,Savings account,2019-09-16,Silver
994,72,Monthly issuance,Savings account,2019-09-15,Silver
1674,1,Monthly issuance,NRI account,2019-09-15,Silver
3368,24,Monthly issuance,Salary account,2019-09-14,Silver
5125,1,Monthly issuance,Salary account,2019-09-14,Silver
2358,7,Monthly issuance,Savings account,2019-09-13,Silver
1613,1,Monthly issuance,Savings account,2019-09-13,Silver
2866,43,Monthly issuance,Salary account,2019-09-13,Silver
3010,46,Monthly issuance,Salary account,2019-09-13,Silver
3628,70,Monthly issuance,Savings account,2019-09-12,Silver
6463,16,Monthly issuance,NRI account,2019-09-11,Silver
301,60,Monthly issuance,Salary account,2019-09-10,Silver
372,55,Monthly issuance,Savings account,2019-09-10,Silver
3492,33,Monthly issuance,Savings account,2019-09-10,Silver
803,19,Monthly issuance,Savings account,2019-09-09,Silver
2456,65,Monthly issuance,Savings account,2019-09-09,Silver
619,1,weekly issuance,NRI account,2019-09-09,Diamond
1423,76,Monthly issuance,Salary account,2019-09-08,Silver
2853,54,Monthly issuance,NRI account,2019-09-08,Silver
7957,51,Monthly issuance,NRI account,2019-09-07,Silver
1149,18,Monthly issuance,NRI account,2019-09-07,Silver
219,28,Monthly issuance,Salary account,2019-09-06,Silver
3552,62,Monthly issuance,Salary account,2019-09-06,Silver
3866,60,Monthly issuance,NRI account,2019-09-05,Silver
3914,33,Monthly issuance,Salary account,2019-09-05,Silver
3807,53,Monthly issuance,NRI account,2019-09-05,Silver
3925,1,Monthly issuance,Salary account,2019-09-05,Silver
3855,33,Monthly issuance,NRI account,2019-09-04,Silver
429,63,Monthly issuance,NRI account,2019-09-03,Silver
3269,37,Monthly issuance,Salary account,2019-09-03,Silver
1810,50,Monthly issuance,Salary account,2019-09-03,Silver
665,8,Monthly issuance,Salary account,2019-09-03,Silver
6872,15,Monthly issuance,Salary account,2019-09-02,Silver
532,26,Monthly issuance,Salary account,2019-09-02,Silver
674,49,Monthly issuance,Savings account,2019-09-02,Silver
10365,22,Monthly issuance,Salary account,2019-09-02,Silver
430,54,Monthly issuance,Savings account,2019-09-02,Silver
1640,13,Monthly issuance,NRI account,2019-09-01,Silver
2833,64,Monthly issuance,Salary account,2019-08-30,Silver
3553,70,Monthly issuance,Savings account,2019-08-30,Silver
9052,43,issuance after a transaction,Salary account,2019-08-30,Gold
3139,12,Monthly issuance,Savings account,2019-08-30,Silver
1562,1,Monthly issuance,Savings account,2019-08-30,Silver
1961,13,Monthly issuance,NRI account,2019-08-30,Silver
353,24,Monthly issuance,NRI account,2019-08-30,Silver
213,73,Monthly issuance,NRI account,2019-08-29,Silver
32,5,Monthly issuance,Savings account,2019-08-28,Silver
5066,13,weekly issuance,Savings account,2019-08-27,Diamond
2236,73,Monthly issuance,Savings account,2019-08-27,Silver
3995,12,Monthly issuance,NRI account,2019-08-27,Silver
894,46,Monthly issuance,Savings account,2019-08-27,Silver
418,36,Monthly issuance,NRI account,2019-08-27,Silver
3254,36,Monthly issuance,Salary account,2019-08-27,Silver
3582,19,Monthly issuance,NRI account,2019-08-26,Silver
420,75,Monthly issuance,Salary account,2019-08-26,Silver
937,43,Monthly issuance,Salary account,2019-08-26,Silver
4258,51,Monthly issuance,NRI account,2019-08-26,Silver
3315,23,Monthly issuance,Savings account,2019-08-24,Silver
3763,55,Monthly issuance,NRI account,2019-08-23,Silver
995,64,Monthly issuance,NRI account,2019-08-23,Silver
2858,56,Monthly issuance,NRI account,2019-08-22,Silver
2855,27,Monthly issuance,NRI account,2019-08-21,Silver
5024,70,Monthly issuance,NRI account,2019-08-20,Silver
560,36,Monthly issuance,Savings account,2019-08-20,Silver
11382,74,Monthly issuance,NRI account,2019-08-20,Silver
6856,43,Monthly issuance,Salary account,2019-08-19,Silver
11138,70,weekly issuance,Savings account,2019-08-18,Diamond
5213,1,Monthly issuance,Salary account,2019-08-18,Silver
531,31,Monthly issuance,Salary account,2019-08-18,Silver
2280,68,Monthly issuance,Savings account,2019-08-17,Silver
3896,45,Monthly issuance,NRI account,2019-08-17,Silver
3679,64,Monthly issuance,NRI account,2019-08-15,Silver
2562,35,Monthly issuance,Savings account,2019-08-15,Silver
3631,1,Monthly issuance,NRI account,2019-08-13,Silver
2514,16,Monthly issuance,NRI account,2019-08-13,Silver
75,1,Monthly issuance,Salary account,2019-08-13,Silver
1122,13,Monthly issuance,NRI account,2019-08-12,Silver
786,53,Monthly issuance,Salary account,2019-08-12,Silver
3216,3,Monthly issuance,Salary account,2019-08-11,Silver
2206,45,Monthly issuance,NRI account,2019-08-10,Silver
1203,72,Monthly issuance,Salary account,2019-08-09,Silver
2608,19,Monthly issuance,Savings account,2019-08-09,Silver
3270,30,Monthly issuance,NRI account,2019-08-08,Silver
1520,48,Monthly issuance,Savings account,2019-08-08,Silver
4681,70,Monthly issuance,NRI account,2019-08-08,Silver
3902,1,Monthly issuance,Savings account,2019-08-08,Silver
8327,1,weekly issuance,Savings account,2019-08-08,Diamond
3203,23,Monthly issuance,NRI account,2019-08-07,Silver
5118,72,Monthly issuance,Salary account,2019-08-05,Silver
1971,41,Monthly issuance,NRI account,2019-08-04,Silver
2830,20,Monthly issuance,NRI account,2019-08-04,Silver
1927,42,Monthly issuance,Savings account,2019-08-04,Silver
2265,65,Monthly issuance,NRI account,2019-08-03,Silver
675,58,Monthly issuance,Savings account,2019-08-03,Silver
5033,54,Monthly issuance,Salary account,2019-08-03,Silver
1009,1,weekly issuance,Savings account,2019-08-01,Diamond
2577,7,Monthly issuance,NRI account,2019-07-30,Silver
4948,43,Monthly issuance,Savings account,2019-07-29,Silver
1803,24,Monthly issuance,Salary account,2019-07-29,Silver
2957,25,Monthly issuance,NRI account,2019-07-28,Silver
6985,38,Monthly issuance,Savings account,2019-07-27,Silver
1252,13,weekly issuance,NRI account,2019-07-26,Diamond
3357,54,Monthly issuance,NRI account,2019-07-26,Silver
2520,18,Monthly issuance,Salary account,2019-07-25,Silver
2553,41,Monthly issuance,NRI account,2019-07-24,Silver
10018,8,Monthly issuance,Savings account,2019-07-23,Silver
953,14,Monthly issuance,Savings account,2019-07-22,Silver
4081,11,Monthly issuance,Salary account,2019-07-22,Silver
2144,55,issuance after a transaction,Salary account,2019-07-21,Gold
720,54,Monthly issuance,Savings account,2019-07-20,Silver
1472,2,Monthly issuance,Salary account,2019-07-20,Silver
2244,46,Monthly issuance,Salary account,2019-07-19,Silver
2310,15,Monthly issuance,Savings account,2019-07-19,Silver
1994,42,Monthly issuance,Savings account,2019-07-19,Silver
3532,73,Monthly issuance,Savings account,2019-07-18,Silver
1251,34,weekly issuance,NRI account,2019-07-18,Diamond
1936,70,Monthly issuance,Savings account,2019-07-18,Silver
8547,14,weekly issuance,Savings account,2019-07-17,Diamond
1135,1,Monthly issuance,NRI account,2019-07-17,Silver
4263,5,Monthly issuance,Savings account,2019-07-17,Silver
1344,12,issuance after a transaction,Savings account,2019-07-16,Gold
1220,1,Monthly issuance,Savings account,2019-07-15,Silver
1568,23,Monthly issuance,Savings account,2019-07-15,Silver
3895,27,Monthly issuance,Salary account,2019-07-14,Silver
5263,64,Monthly issuance,NRI account,2019-07-14,Silver
5794,70,Monthly issuance,Savings account,2019-07-14,Silver
1075,35,Monthly issuance,Salary account,2019-07-13,Silver
2281,1,Monthly issuance,Salary account,2019-07-13,Silver
2307,60,Monthly issuance,NRI account,2019-07-12,Silver
3474,23,Monthly issuance,Salary account,2019-07-12,Silver
625,70,Monthly issuance,NRI account,2019-07-12,Silver
731,5,Monthly issuance,NRI account,2019-07-11,Silver
1103,66,Monthly issuance,NRI account,2019-07-09,Silver
3330,76,Monthly issuance,Salary account,2019-07-08,Silver
6649,1,Monthly issuance,Savings account,2019-07-08,Silver
3779,74,Monthly issuance,Salary account,2019-07-08,Silver
3458,63,Monthly issuance,NRI account,2019-07-07,Silver
2041,48,Monthly issuance,Savings account,2019-07-05,Silver
5742,74,issuance after a transaction,Savings account,2019-07-05,Gold
4415,73,Monthly issuance,NRI account,2019-07-05,Silver
4330,47,Monthly issuance,Savings account,2019-07-05,Silver
1597,68,Monthly issuance,Savings account,2019-07-04,Silver
1725,72,issuance after a transaction,NRI account,2019-07-03,Gold
3410,39,Monthly issuance,Savings account,2019-07-03,Silver
2292,41,Monthly issuance,NRI account,2019-06-29,Silver
638,65,Monthly issuance,Salary account,2019-06-28,Silver
2533,49,Monthly issuance,Savings account,2019-06-27,Silver
99,1,Monthly issuance,Savings account,2019-06-27,Silver
9235,37,Monthly issuance,NRI account,2019-06-24,Silver
3363,30,Monthly issuance,Savings account,2019-06-24,Silver
3436,5,Monthly issuance,Salary account,2019-06-24,Silver
1151,40,Monthly issuance,NRI account,2019-06-23,Silver
1728,74,Monthly issuance,Savings account,2019-06-23,Silver
3810,43,Monthly issuance,Savings account,2019-06-22,Silver
2781,16,Monthly issuance,NRI account,2019-06-20,Silver
1031,74,Monthly issuance,NRI account,2019-06-20,Silver
7184,5,Monthly issuance,Salary account,2019-06-19,Silver
2297,46,Monthly issuance,Savings account,2019-06-18,Silver
1846,6,Monthly issuance,Savings account,2019-06-17,Silver
2096,32,Monthly issuance,Salary account,2019-06-17,Silver
458,7,Monthly issuance,Savings account,2019-06-16,Silver
120,65,weekly issuance,Savings account,2019-06-16,Diamond
10019,8,Monthly issuance,NRI account,2019-06-15,Silver
2328,35,Monthly issuance,NRI account,2019-06-14,Silver
1519,9,Monthly issuance,Savings account,2019-06-14,Silver
808,69,Monthly issuance,Savings account,2019-06-13,Silver
3601,54,Monthly issuance,Salary account,2019-06-13,Silver
131,52,Monthly issuance,Savings account,2019-06-13,Silver
3124,6,Monthly issuance,Savings account,2019-06-13,Silver
7618,72,weekly issuance,NRI account,2019-06-13,Diamond
807,76,weekly issuance,Savings account,2019-06-13,Diamond
3847,33,Monthly issuance,NRI account,2019-06-13,Silver
223,39,Monthly issuance,NRI account,2019-06-13,Silver
3252,12,Monthly issuance,Savings account,2019-06-12,Silver
3725,33,Monthly issuance,Savings account,2019-06-11,Silver
896,3,Monthly issuance,Salary account,2019-06-11,Silver
1793,56,Monthly issuance,Savings account,2019-06-10,Silver
1696,43,Monthly issuance,NRI account,2019-06-09,Silver
2139,8,Monthly issuance,NRI account,2019-06-09,Silver
5774,1,Monthly issuance,Salary account,2019-06-08,Silver
3392,1,Monthly issuance,Salary account,2019-06-08,Silver
1465,30,Monthly issuance,NRI account,2019-06-08,Silver
1420,68,Monthly issuance,Salary account,2019-06-08,Silver
1620,17,Monthly issuance,Savings account,2019-06-08,Silver
4121,54,Monthly issuance,Salary account,2019-06-08,Silver
754,1,Monthly issuance,Savings account,2019-06-08,Silver
3045,1,Monthly issuance,NRI account,2019-06-08,Silver
3453,13,Monthly issuance,Salary account,2019-06-08,Silver
471,47,Monthly issuance,NRI account,2019-06-07,Silver
53,77,Monthly issuance,Salary account,2019-06-07,Silver
1413,65,Monthly issuance,NRI account,2019-06-07,Silver
553,26,Monthly issuance,NRI account,2019-06-06,Silver
1092,41,Monthly issuance,NRI account,2019-06-06,Silver
2642,68,Monthly issuance,NRI account,2019-06-05,Silver
3520,72,Monthly issuance,NRI account,2019-06-04,Silver
2018,42,Monthly issuance,Salary account,2019-06-04,Silver
2877,37,Monthly issuance,NRI account,2019-06-04,Silver
11069,37,Monthly issuance,Salary account,2019-06-02,Silver
3874,51,Monthly issuance,Salary account,2019-06-02,Silver
1974,42,Monthly issuance,Savings account,2019-06-01,Silver
2559,32,Monthly issuance,NRI account,2019-06-01,Silver
1059,8,Monthly issuance,Salary account,2019-05-30,Silver
3624,32,weekly issuance,NRI account,2019-05-30,Diamond
10001,24,Monthly issuance,Savings account,2019-05-28,Silver
3186,10,Monthly issuance,Salary account,2019-05-28,Silver
1530,70,Monthly issuance,NRI account,2019-05-27,Silver
1642,64,Monthly issuance,Salary account,2019-05-27,Silver
6358,3,Monthly issuance,Salary account,2019-05-27,Silver
11349,1,weekly issuance,NRI account,2019-05-26,Diamond
2969,29,Monthly issuance,Savings account,2019-05-26,Silver
8998,61,Monthly issuance,Savings account,2019-05-24,Silver
490,45,Monthly issuance,NRI account,2019-05-23,Silver
3386,2,Monthly issuance,NRI account,2019-05-23,Silver
4589,4,Monthly issuance,Savings account,2019-05-22,Silver
57,1,Monthly issuance,Savings account,2019-05-21,Silver
10963,16,Monthly issuance,Savings account,2019-05-20,Silver
2521,63,Monthly issuance,Salary account,2019-05-19,Silver
3251,59,Monthly issuance,Salary account,2019-05-18,Silver
5358,4,Monthly issuance,Salary account,2019-05-18,Silver
875,63,Monthly issuance,Salary account,2019-05-17,Silver
733,49,weekly issuance,Salary account,2019-05-17,Diamond
1720,35,Monthly issuance,Salary account,2019-05-16,Silver
4014,56,issuance after a transaction,Salary account,2019-05-15,Gold
2178,64,Monthly issuance,NRI account,2019-05-15,Silver
2935,68,Monthly issuance,Savings account,2019-05-15,Silver
544,32,Monthly issuance,Salary account,2019-05-15,Silver
256,37,Monthly issuance,Savings account,2019-05-14,Silver
3845,48,Monthly issuance,Salary account,2019-05-14,Silver
2919,77,Monthly issuance,Savings account,2019-05-10,Silver
1741,21,Monthly issuance,Salary account,2019-05-10,Silver
746,75,Monthly issuance,NRI account,2019-05-10,Silver
1183,12,Monthly issuance,Savings account,2019-05-08,Silver
2323,72,Monthly issuance,Salary account,2019-05-08,Silver
463,51,Monthly issuance,Salary account,2019-05-08,Silver
285,17,Monthly issuance,NRI account,2019-05-08,Silver
4105,58,Monthly issuance,Salary account,2019-05-08,Silver
2525,45,Monthly issuance,Savings account,2019-05-08,Silver
6434,1,Monthly issuance,Salary account,2019-05-08,Silver
533,40,Monthly issuance,Savings account,2019-05-07,Silver
3940,35,weekly issuance,Salary account,2019-05-07,Diamond
4538,70,Monthly issuance,Savings account,2019-05-07,Silver
454,7,Monthly issuance,NRI account,2019-05-07,Silver
5194,1,issuance after a transaction,NRI account,2019-05-05,Gold
3464,25,Monthly issuance,Salary account,2019-05-05,Silver
2931,36,Monthly issuance,NRI account,2019-05-04,Silver
10351,23,Monthly issuance,NRI account,2019-05-04,Silver
3936,39,Monthly issuance,Salary account,2019-05-04,Silver
2364,33,Monthly issuance,NRI account,2019-05-03,Silver
1280,70,Monthly issuance,Savings account,2019-05-03,Silver
54,4,Monthly issuance,NRI account,2019-05-02,Silver
1010,61,Monthly issuance,Savings account,2019-05-01,Silver
1248,22,Monthly issuance,Salary account,2019-04-29,Silver
2331,8,Monthly issuance,Savings account,2019-04-29,Silver
2751,31,Monthly issuance,Savings account,2019-04-28,Silver
404,41,Monthly issuance,Savings account,2019-04-28,Silver
2547,74,Monthly issuance,Savings account,2019-04-28,Silver
922,61,Monthly issuance,Savings account,2019-04-27,Silver
3735,1,Monthly issuance,NRI account,2019-04-27,Silver
3449,1,Monthly issuance,Salary account,2019-04-27,Silver
4423,39,Monthly issuance,NRI account,2019-04-26,Silver
267,38,Monthly issuance,NRI account,2019-04-26,Silver
3930,37,Monthly issuance,Salary account,2019-04-25,Silver
455,54,Monthly issuance,Salary account,2019-04-23,Silver
7861,34,Monthly issuance,NRI account,2019-04-22,Silver
819,20,Monthly issuance,Savings account,2019-04-22,Silver
2726,18,Monthly issuance,Savings account,2019-04-20,Silver
1038,64,Monthly issuance,NRI account,2019-04-20,Silver
5724,14,issuance after a transaction,Savings account,2019-04-19,Gold
3823,74,Monthly issuance,Salary account,2019-04-19,Silver
3321,17,Monthly issuance,Savings account,2019-04-18,Silver
3231,73,Monthly issuance,Salary account,2019-04-18,Silver
1315,13,Monthly issuance,Salary account,2019-04-17,Silver
1862,19,weekly issuance,Salary account,2019-04-15,Diamond
1309,1,Monthly issuance,Savings account,2019-04-15,Silver
1046,1,Monthly issuance,NRI account,2019-04-14,Silver
3729,31,Monthly issuance,Salary account,2019-04-14,Silver
3702,53,Monthly issuance,NRI account,2019-04-13,Silver
4852,47,Monthly issuance,Savings account,2019-04-13,Silver
2750,13,Monthly issuance,NRI account,2019-04-13,Silver
893,53,Monthly issuance,Savings account,2019-04-12,Silver
7815,19,weekly issuance,Salary account,2019-04-09,Diamond
7136,12,weekly issuance,Salary account,2019-04-09,Diamond
1228,62,Monthly issuance,Salary account,2019-04-09,Silver
206,61,Monthly issuance,Salary account,2019-04-08,Silver
3109,18,Monthly issuance,NRI account,2019-04-08,Silver
1590,77,Monthly issuance,NRI account,2019-04-07,Silver
7418,21,Monthly issuance,Salary account,2019-04-07,Silver
19,21,Monthly issuance,Salary account,2019-04-07,Silver
842,62,Monthly issuance,Savings account,2019-04-07,Silver
1821,70,Monthly issuance,Savings account,2019-04-07,Silver
3147,54,Monthly issuance,Salary account,2019-04-05,Silver
6289,64,Monthly issuance,NRI account,2019-04-05,Silver
2203,47,Monthly issuance,Salary account,2019-04-04,Silver
6910,76,Monthly issuance,Savings account,2019-04-04,Silver
1986,46,Monthly issuance,Salary account,2019-04-04,Silver
2839,70,Monthly issuance,NRI account,2019-04-04,Silver
1479,54,Monthly issuance,Savings account,2019-04-04,Silver
5126,58,Monthly issuance,Savings account,2019-04-03,Silver
231,22,Monthly issuance,NRI account,2019-04-03,Silver
248,1,Monthly issuance,NRI account,2019-04-02,Silver
9493,64,Monthly issuance,NRI account,2019-04-02,Silver
1561,66,Monthly issuance,NRI account,2019-04-01,Silver
2540,54,Monthly issuance,Savings account,2019-04-01,Silver
1249,67,Monthly issuance,Savings account,2019-03-30,Silver
95,1,Monthly issuance,Salary account,2019-03-30,Silver
1540,1,Monthly issuance,Salary account,2019-03-29,Silver
1692,56,Monthly issuance,Savings account,2019-03-29,Silver
227,27,Monthly issuance,Savings account,2019-03-28,Silver
568,18,Monthly issuance,Savings account,2019-03-28,Silver
1254,74,Monthly issuance,NRI account,2019-03-28,Silver
608,32,Monthly issuance,NRI account,2019-03-27,Silver
1757,75,Monthly issuance,Salary account,2019-03-27,Silver
6609,16,Monthly issuance,NRI account,2019-03-27,Silver
870,70,Monthly issuance,Savings account,2019-03-27,Silver
767,25,Monthly issuance,NRI account,2019-03-26,Silver
981,66,Monthly issuance,NRI account,2019-03-25,Silver
5541,43,Monthly issuance,NRI account,2019-03-24,Silver
1,18,Monthly issuance,NRI account,2019-03-24,Silver
1306,1,Monthly issuance,Savings account,2019-03-22,Silver
1174,70,Monthly issuance,NRI account,2019-03-21,Silver
1261,52,Monthly issuance,NRI account,2019-03-18,Silver
2856,25,Monthly issuance,Salary account,2019-03-18,Silver
288,25,Monthly issuance,Savings account,2019-03-18,Silver
3750,77,Monthly issuance,Salary account,2019-03-18,Silver
150,73,Monthly issuance,NRI account,2019-03-16,Silver
3402,76,weekly issuance,Salary account,2019-03-16,Diamond
2810,66,Monthly issuance,Savings account,2019-03-16,Silver
586,54,Monthly issuance,Savings account,2019-03-16,Silver
7606,21,Monthly issuance,NRI account,2019-03-15,Silver
158,37,Monthly issuance,Savings account,2019-03-15,Silver
6397,48,Monthly issuance,Savings account,2019-03-15,Silver
7859,52,Monthly issuance,Savings account,2019-03-14,Silver
2723,75,Monthly issuance,Savings account,2019-03-12,Silver
3230,1,Monthly issuance,Savings account,2019-03-11,Silver
3989,19,Monthly issuance,Salary account,2019-03-11,Silver
108,53,Monthly issuance,Savings account,2019-03-10,Silver
1802,75,Monthly issuance,Salary account,2019-03-10,Silver
1108,26,Monthly issuance,Savings account,2019-03-09,Silver
3826,34,Monthly issuance,Salary account,2019-03-05,Silver
376,25,Monthly issuance,NRI account,2019-03-05,Silver
1287,35,Monthly issuance,NRI account,2019-03-04,Silver
9897,1,Monthly issuance,Savings account,2019-03-04,Silver
30,36,Monthly issuance,Salary account,2019-03-04,Silver
2367,28,Monthly issuance,Salary account,2019-03-04,Silver
2865,1,Monthly issuance,NRI account,2019-03-03,Silver
3014,75,weekly issuance,Salary account,2019-03-03,Diamond
2680,46,Monthly issuance,NRI account,2019-03-03,Silver
1129,35,Monthly issuance,Savings account,2019-03-03,Silver
3233,31,Monthly issuance,Savings account,2019-03-03,Silver
190,74,Monthly issuance,Salary account,2019-03-02,Silver
3737,34,Monthly issuance,Savings account,2019-03-01,Silver
1702,56,Monthly issuance,Salary account,2019-02-27,Silver
1778,15,Monthly issuance,NRI account,2019-02-25,Silver
2911,33,Monthly issuance,NRI account,2019-02-25,Silver
3710,1,Monthly issuance,Salary account,2019-02-25,Silver
3753,28,Monthly issuance,Savings account,2019-02-24,Silver
763,1,Monthly issuance,Salary account,2019-02-23,Silver
4161,1,Monthly issuance,NRI account,2019-02-23,Silver
2431,74,Monthly issuance,Salary account,2019-02-23,Silver
1633,51,Monthly issuance,NRI account,2019-02-22,Silver
2490,22,Monthly issuance,NRI account,2019-02-21,Silver
2047,20,Monthly issuance,NRI account,2019-02-21,Silver
3839,1,Monthly issuance,NRI account,2019-02-21,Silver
10884,65,Monthly issuance,Savings account,2019-02-20,Silver
2688,72,Monthly issuance,Savings account,2019-02-20,Silver
1772,31,weekly issuance,Savings account,2019-02-20,Diamond
781,33,Monthly issuance,NRI account,2019-02-19,Silver
1858,72,Monthly issuance,NRI account,2019-02-18,Silver
3978,59,Monthly issuance,Savings account,2019-02-18,Silver
70,8,Monthly issuance,Salary account,2019-02-18,Silver
3297,53,Monthly issuance,NRI account,2019-02-17,Silver
607,16,Monthly issuance,Savings account,2019-02-17,Silver
3466,64,Monthly issuance,Salary account,2019-02-16,Silver
1967,26,weekly issuance,NRI account,2019-02-13,Diamond
4727,2,Monthly issuance,Savings account,2019-02-13,Silver
3623,59,Monthly issuance,NRI account,2019-02-12,Silver
2268,1,Monthly issuance,Savings account,2019-02-11,Silver
388,59,Monthly issuance,NRI account,2019-02-11,Silver
3817,70,Monthly issuance,NRI account,2019-02-10,Silver
3865,50,Monthly issuance,Savings account,2019-02-09,Silver
4109,54,Monthly issuance,Salary account,2019-02-09,Silver
515,57,Monthly issuance,NRI account,2019-02-09,Silver
7614,62,Monthly issuance,NRI account,2019-02-08,Silver
8159,26,Monthly issuance,Salary account,2019-02-08,Silver
2151,38,Monthly issuance,Savings account,2019-02-08,Silver
1889,59,Monthly issuance,NRI account,2019-02-06,Silver
789,39,Monthly issuance,Salary account,2019-02-06,Silver
2718,29,Monthly issuance,Salary account,2019-02-05,Silver
1496,57,Monthly issuance,Savings account,2019-02-05,Silver
2968,15,Monthly issuance,Salary account,2019-02-05,Silver
4001,54,Monthly issuance,NRI account,2019-02-04,Silver
393,46,Monthly issuance,NRI account,2019-02-04,Silver
1112,48,Monthly issuance,Savings account,2019-02-03,Silver
3583,40,Monthly issuance,Savings account,2019-02-03,Silver
3421,31,Monthly issuance,NRI account,2019-02-01,Silver
11042,72,Monthly issuance,Salary account,2019-01-29,Silver
650,3,Monthly issuance,Savings account,2019-01-28,Silver
795,25,Monthly issuance,Salary account,2019-01-27,Silver
1548,47,Monthly issuance,Savings account,2019-01-27,Silver
2755,20,Monthly issuance,NRI account,2019-01-26,Silver
3235,8,Monthly issuance,Savings account,2019-01-26,Silver
2111,42,weekly issuance,Savings account,2019-01-25,Diamond
1769,39,Monthly issuance,NRI account,2019-01-25,Silver
2663,64,Monthly issuance,NRI account,2019-01-25,Silver
4103,38,Monthly issuance,Salary account,2019-01-25,Silver
5735,52,Monthly issuance,NRI account,2019-01-25,Silver
3362,73,Monthly issuance,Savings account,2019-01-25,Silver
1914,27,Monthly issuance,Salary account,2019-01-24,Silver
2054,1,Monthly issuance,Savings account,2019-01-24,Silver
270,27,Monthly issuance,Savings account,2019-01-23,Silver
1526,52,Monthly issuance,Salary account,2019-01-22,Silver
3841,8,Monthly issuance,Salary account,2019-01-22,Silver
9030,72,Monthly issuance,NRI account,2019-01-21,Silver
2352,70,Monthly issuance,NRI account,2019-01-21,Silver
484,1,Monthly issuance,Salary account,2019-01-20,Silver
217,77,Monthly issuance,Salary account,2019-01-20,Silver
3777,70,Monthly issuance,NRI account,2019-01-19,Silver
2414,1,Monthly issuance,Savings account,2019-01-19,Silver
9814,64,weekly issuance,Salary account,2019-01-19,Diamond
2681,28,Monthly issuance,Salary account,2019-01-19,Silver
2185,67,Monthly issuance,Salary account,2019-01-18,Silver
1446,57,Monthly issuance,Salary account,2019-01-18,Silver
915,72,Monthly issuance,Savings account,2019-01-18,Silver
839,16,Monthly issuance,Savings account,2019-01-17,Silver
1625,1,Monthly issuance,NRI account,2019-01-17,Silver
2563,48,Monthly issuance,NRI account,2019-01-17,Silver
1414,58,Monthly issuance,Savings account,2019-01-17,Silver
7562,72,weekly issuance,Salary account,2019-01-17,Diamond
3812,72,Monthly issuance,NRI account,2019-01-16,Silver
4368,1,Monthly issuance,Savings account,2019-01-16,Silver
2729,40,Monthly issuance,Savings account,2019-01-16,Silver
2446,3,Monthly issuance,Savings account,2019-01-16,Silver
10630,41,Monthly issuance,Savings account,2019-01-15,Silver
3981,23,Monthly issuance,NRI account,2019-01-15,Silver
3244,56,Monthly issuance,Salary account,2019-01-14,Silver
1437,50,Monthly issuance,Salary account,2019-01-13,Silver
756,65,Monthly issuance,Salary account,2019-01-13,Silver
8092,54,Monthly issuance,Salary account,2019-01-11,Silver
2421,18,Monthly issuance,NRI account,2019-01-11,Silver
2923,43,Monthly issuance,Salary account,2019-01-10,Silver
3641,7,Monthly issuance,Savings account,2019-01-09,Silver
5650,10,issuance after a transaction,NRI account,2019-01-08,Gold
1955,49,Monthly issuance,Savings account,2019-01-07,Silver
